id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;realm;biome;ecoregion;country;region;continent;annualp;pseason;mairtemp;gslength;npp;nit_gkg;soc_gkg;ph;bd_gcm3;biome2
RU_Aubin 2009_Herbs_Mean occurrences_MA_NA;RU;Aubin 2009_Herbs_Mean occurrences_MA_NA;RU_Aubin 2009_Herbs_Mean occurrences;NA;Aubin 2009;Herbs_Mean occurrences;MA;NA;MA;45.075;-74.15833;100;>100;2003;minimum;recovering;herbs;NA;frequency;NA;yes;circular points (15-cm radius) along 25-m transects;1;NA;52;5;3.6764;intense forest exploitation since the 19th century, first for wood and potash production, and subsequently for agriculture;wood and potash production;Pasture;NA;2;none;NA;NA;herbs;users;animal farming;NA;mining;none;none;0;0;none;regular;study;species;33;33;NA;3.5329198901100196;2014.049565;22;0.0303030303030303;Nearctic;Temperate Broadleaf and Mixed Forests;St. Lawrence - Champlain Valley;Canada;North America;North America;1051;17.5;7.350000000000023;207;1175;5.14;48.6;6.3;14;temperate
RU_Aubin 2009_Herbs_Mean occurrences_PA_NA;RU;Aubin 2009_Herbs_Mean occurrences_PA_NA;RU_Aubin 2009_Herbs_Mean occurrences;NA;Aubin 2009;Herbs_Mean occurrences;PA;NA;PA;45.075;-74.15833;0;Active;2003;category;disturbed;herbs;NA;frequency;NA;yes;circular points (15-cm radius) along 25-m transects;1;NA;52;5;3.6764;intense forest exploitation since the 19th century, first for wood and potash production, and subsequently for agriculture;wood and potash production;Pasture;NA;2;none;NA;NA;herbs;users;animal farming;NA;mining;none;none;0;0;none;regular;study;species;33;1;NA;-0;1.344058;1;0.0303030303030303;Nearctic;Temperate Broadleaf and Mixed Forests;St. Lawrence - Champlain Valley;Canada;North America;North America;1051;17.5;7.350000000000023;207;1175;NA;NA;NA;NA;temperate
RU_Aubin 2009_Herbs_Mean occurrences_TS_NA;RU;Aubin 2009_Herbs_Mean occurrences_TS_NA;RU_Aubin 2009_Herbs_Mean occurrences;NA;Aubin 2009;Herbs_Mean occurrences;TS;NA;TS;45.075;-74.15833;31;23-39;2003;mean;recovering;herbs;NA;frequency;NA;yes;circular points (15-cm radius) along 25-m transects;1;NA;52;5;3.6764;intense forest exploitation since the 19th century, first for wood and potash production, and subsequently for agriculture;wood and potash production;Pasture;NA;2;none;NA;NA;herbs;users;animal farming;NA;mining;none;none;0;0;none;regular;study;species;33;13;NA;2.3210448589105392;844.655967;7;0.0303030303030303;Nearctic;Temperate Broadleaf and Mixed Forests;St. Lawrence - Champlain Valley;Canada;North America;North America;1051;17.5;7.350000000000023;207;1175;5.14;48.6;6.3;14;temperate
RU_Aubin 2009_Herbs_Mean occurrences_YT_NA;RU;Aubin 2009_Herbs_Mean occurrences_YT_NA;RU_Aubin 2009_Herbs_Mean occurrences;NA;Aubin 2009;Herbs_Mean occurrences;YT;NA;YT;45.075;-74.15833;44;28-60;2003;mean;recovering;herbs;NA;frequency;NA;yes;circular points (15-cm radius) along 25-m transects;1;NA;52;5;3.6764;intense forest exploitation since the 19th century, first for wood and potash production, and subsequently for agriculture;wood and potash production;Pasture;NA;2;none;NA;NA;herbs;users;animal farming;NA;mining;none;none;0;0;none;regular;study;species;33;23;NA;3.766589073226048;1305.104228;13;0.0303030303030303;Nearctic;Temperate Broadleaf and Mixed Forests;St. Lawrence - Champlain Valley;Canada;North America;North America;1051;17.5;7.350000000000023;207;1175;5.14;48.6;6.3;14;temperate
RU_Bruelheide 2011_Tree and shrub_Sit1_NA;RU;Bruelheide 2011_Tree and shrub_Sit1_NA;RU_Bruelheide 2011_Tree and shrub;NA;Bruelheide 2011;Tree and shrub;Sit1;NA;5;29.2;118.1;80;>80;2003;other;recovering;trees and shrubs;> 1 m height;frequency;adult tree and shrub species frecuency;yes;inventory of woody species (> 1 m height) in the entire plot of 30 x 30 m on the ground;1;NA;7;5;6300;agricultural terraces and extensive deforestation;agricultural terraces;forest harvesting for timber and fire-wood;NA;2;none;Age defined based on Fig. 2 b. The intervals given do not match with the age of the biggest trees;NA;woody;mix;forest uses/logging;NA;farming;none;none;0;0;none;regular;study;species;149;105;NA;6.399372641573339;5815.87360283;95;0;Palearctic;Temperate Broadleaf and Mixed Forests;Changjiang Plain Evergreen Forests;China;Asia;Eurasia;2114.2000000000003;58.5;17.250000000000057;365;2029.5;1.61;17.9;5.2;12.3;temperate
RU_Bruelheide 2011_Tree and shrub_Sit2_NA;RU;Bruelheide 2011_Tree and shrub_Sit2_NA;RU_Bruelheide 2011_Tree and shrub;NA;Bruelheide 2011;Tree and shrub;Sit2;NA;1;29.2;118.1;10;0-20;2008;maximum;recovering;trees and shrubs;> 1 m height;frequency;adult tree and shrub species frecuency;yes;inventory of woody species (> 1 m height) in the entire plot of 30 x 30 m on the ground;1.4;NA;5;5;4500;agricultural terraces and extensive deforestation;agricultural terraces;forest harvesting for timber and fire-wood;NA;2;none;Age defined based on Fig. 2 b. The intervals given do not match with the age of the biggest trees;NA;woody;mix;forest uses/logging;NA;farming;none;none;0;0;none;regular;study;species;149;73;NA;5.971684704448899;4124.09269993;67;0;Palearctic;Temperate Broadleaf and Mixed Forests;Changjiang Plain Evergreen Forests;China;Asia;Eurasia;2114.2000000000003;58.5;17.250000000000057;365;2029.5;1.61;17.9;5.2;12.3;temperate
RU_Bruelheide 2011_Tree and shrub_Sit3_NA;RU;Bruelheide 2011_Tree and shrub_Sit3_NA;RU_Bruelheide 2011_Tree and shrub;NA;Bruelheide 2011;Tree and shrub;Sit3;NA;2;29.2;118.1;30;20-40;2008;maximum;recovering;trees and shrubs;> 1 m height;frequency;adult tree and shrub species frecuency;yes;inventory of woody species (> 1 m height) in the entire plot of 30 x 30 m on the ground;1.75;NA;4;5;3600;agricultural terraces and extensive deforestation;agricultural terraces;forest harvesting for timber and fire-wood;NA;2;none;Age defined based on Fig. 2 b. The intervals given do not match with the age of the biggest trees;NA;woody;mix;forest uses/logging;NA;farming;none;none;0;0;none;regular;study;species;149;74;NA;6.005941191050764;4259.8236417299995;68;0;Palearctic;Temperate Broadleaf and Mixed Forests;Changjiang Plain Evergreen Forests;China;Asia;Eurasia;2114.2000000000003;58.5;17.250000000000057;365;2029.5;1.61;17.9;5.2;12.3;temperate
RU_Bruelheide 2011_Tree and shrub_Sit4_NA;RU;Bruelheide 2011_Tree and shrub_Sit4_NA;RU_Bruelheide 2011_Tree and shrub;NA;Bruelheide 2011;Tree and shrub;Sit4;NA;3;29.2;118.1;50;40-60;2008;maximum;recovering;trees and shrubs;> 1 m height;frequency;adult tree and shrub species frecuency;yes;inventory of woody species (> 1 m height) in the entire plot of 30 x 30 m on the ground;1.4;NA;5;5;4500;agricultural terraces and extensive deforestation;agricultural terraces;forest harvesting for timber and fire-wood;NA;2;none;Age defined based on Fig. 2 b. The intervals given do not match with the age of the biggest trees;NA;woody;mix;forest uses/logging;NA;farming;none;none;0;0;none;regular;study;species;149;99;NA;6.4035434434585286;4971.48346863;87;0;Palearctic;Temperate Broadleaf and Mixed Forests;Changjiang Plain Evergreen Forests;China;Asia;Eurasia;2114.2000000000003;58.5;17.250000000000057;365;2029.5;1.61;17.9;5.2;12.3;temperate
RU_Bruelheide 2011_Tree and shrub_Sit5_NA;RU;Bruelheide 2011_Tree and shrub_Sit5_NA;RU_Bruelheide 2011_Tree and shrub;NA;Bruelheide 2011;Tree and shrub;Sit5;NA;4;29.2;118.1;70;60-80;2008;maximum;recovering;trees and shrubs;> 1 m height;frequency;adult tree and shrub species frecuency;yes;inventory of woody species (> 1 m height) in the entire plot of 30 x 30 m on the ground;1.1666666666666667;NA;6;5;5400;agricultural terraces and extensive deforestation;agricultural terraces;forest harvesting for timber and fire-wood;NA;2;none;Age defined based on Fig. 2 b. The intervals given do not match with the age of the biggest trees;NA;woody;mix;forest uses/logging;NA;farming;none;none;0;0;none;regular;study;species;149;97;NA;6.343460728452924;5216.59806283;89;0;Palearctic;Temperate Broadleaf and Mixed Forests;Changjiang Plain Evergreen Forests;China;Asia;Eurasia;2114.2000000000003;58.5;17.250000000000057;365;2029.5;1.61;17.9;5.2;12.3;temperate
RU_Dungan 2001_Vegetation_S1_NA;RU;Dungan 2001_Vegetation_S1_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;S1;NA;S1;-43.62;172.62;30;30;1996;exact;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";1.037037037037037;NA;27;4;2120.57504117311;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;8;78.91851851851851;2.4098432254386175;358.89623;3;0.04;Australasia;Temperate Grasslands, Savannas and Shrublands;Cantebury-Otago Tussock Grasslands;New Zealand;Australia;Australia;803.3000000000001;24.200000000000003;10.150000000000034;365;1205.9;4.03;71.3;6;9.6;temperate
RU_Dungan 2001_Vegetation_f1_NA;RU;Dungan 2001_Vegetation_f1_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;F1;NA;F1;-43.62;172.62;90;80-100;1996;mean;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";1;NA;28;4;2199.114857512855;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;10;198.7;2.102791555556767;737.1175049999999;7;0.04;Australasia;Temperate Grasslands, Savannas and Shrublands;Cantebury-Otago Tussock Grasslands;New Zealand;Australia;Australia;803.3000000000001;24.200000000000003;10.150000000000034;365;1205.9;4.03;71.3;6;9.6;temperate
RU_Dungan 2001_Vegetation_f2_NA;RU;Dungan 2001_Vegetation_f2_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;F2;NA;F2;-43.62;172.62;100;>100;1996;minimum;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";2.8;NA;10;4;785.3981633974482;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;11;169.39999999999998;2.844823558134792;893.288139;11;0.04;Australasia;Temperate Grasslands, Savannas and Shrublands;Cantebury-Otago Tussock Grasslands;New Zealand;Australia;Australia;803.3000000000001;24.200000000000003;10.150000000000034;365;1205.9;4.03;71.3;6;9.6;temperate
RU_Dungan 2001_Vegetation_s2_NA;RU;Dungan 2001_Vegetation_s2_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;S2;NA;S2;-43.62;172.62;60;60;1996;exact;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";1.8666666666666665;NA;15;4;1178.0972450961724;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;11;281.4933333333333;2.118127640704186;589.495804;5;0.04;Australasia;Temperate Grasslands, Savannas and Shrublands;Cantebury-Otago Tussock Grasslands;New Zealand;Australia;Australia;803.3000000000001;24.200000000000003;10.150000000000034;365;1205.9;4.03;71.3;6;9.6;temperate
RU_Goebel 1996_Tree seedlings_Sit1_NA;RU;Goebel 1996_Tree seedlings_Sit1_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit1;NA;>=150;39.28;-82.1;150;>150;1994;minimum;reference;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;none;NA;0;none;NA;NA;understory;users;none;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;15;NA;2.7793008395604244;663.967088;12;0;Nearctic;Temperate Broadleaf and Mixed Forests;Western Allegheny Plateau;United States of America;North America;North America;1086.9;16.400000000000002;12.150000000000034;296;1503.7;NA;NA;NA;NA;temperate
RU_Goebel 1996_Tree seedlings_Sit2_NA;RU;Goebel 1996_Tree seedlings_Sit2_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit2;NA;70-89;39.28;-82.1;79.5;70-89;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;19;NA;3.106269143288527;973.15618;15;0;Nearctic;Temperate Broadleaf and Mixed Forests;Western Allegheny Plateau;United States of America;North America;North America;1086.9;16.400000000000002;12.150000000000034;296;1503.7;2.17;25;5.3;14.1;temperate
RU_Goebel 1996_Tree seedlings_Sit3_NA;RU;Goebel 1996_Tree seedlings_Sit3_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit3;NA;90-109;39.28;-82.1;99.5;90-109;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;18;NA;2.8168413951301328;1021.484023;14;0;Nearctic;Temperate Broadleaf and Mixed Forests;Western Allegheny Plateau;United States of America;North America;North America;1086.9;16.400000000000002;12.150000000000034;296;1503.7;2.17;25;5.3;14.1;temperate
RU_Goebel 1996_Tree seedlings_Sit4_NA;RU;Goebel 1996_Tree seedlings_Sit4_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit4;NA;110-129;39.28;-82.1;119.5;110-129;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;15;NA;2.2152600892947643;736.606246;12;0;Nearctic;Temperate Broadleaf and Mixed Forests;Western Allegheny Plateau;United States of America;North America;North America;1086.9;16.400000000000002;12.150000000000034;296;1503.7;2.17;25;5.3;14.1;temperate
RU_Goebel 1996_Tree seedlings_Sit5_NA;RU;Goebel 1996_Tree seedlings_Sit5_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit5;NA;130-149;39.28;-82.1;139.5;130-149;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;9;NA;1.39417878465044;477.283125;7;0;Nearctic;Temperate Broadleaf and Mixed Forests;Western Allegheny Plateau;United States of America;North America;North America;1086.9;16.400000000000002;12.150000000000034;296;1503.7;2.17;25;5.3;14.1;temperate
RU_Moola 2004_Plants_Mean percent cover_Sit1_NA;RU;Moola 2004_Plants_Mean percent cover_Sit1_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit1;NA;Late-successional stands;44.0833333333333;-64.767;500;Old;2001;category;reference;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1;NA;270;5;270;a long history of land settlement and forest harvesting;NA;none;NA;0;none;NA;NA;understory;users;none;NA;NA;none;none;0;0;none;regular;study;species;24;24;5.6850000000000005;3.1868434925459628;1576.336957;17;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;NA;NA;NA;NA;temperate
RU_Moola 2004_Plants_Mean percent cover_Sit2_NA;RU;Moola 2004_Plants_Mean percent cover_Sit2_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit2;NA;3 year Clearcuts;44.0833333333333;-64.767;3;3;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;14;7.723440000000001;2.5875643198979903;1129.431555;12;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Mean percent cover_Sit3_NA;RU;Moola 2004_Plants_Mean percent cover_Sit3_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit3;NA;6 year Clearcuts;44.0833333333333;-64.767;6;6;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;5.994540000000001;2.704914174392611;1107.035652;11;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Mean percent cover_Sit4_NA;RU;Moola 2004_Plants_Mean percent cover_Sit4_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit4;NA;23 year Clearcuts;44.0833333333333;-64.767;23;23;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;3.765;2.3448314990837584;1272.740252;12;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Mean percent cover_Sit5_NA;RU;Moola 2004_Plants_Mean percent cover_Sit5_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit5;NA;54 year Clearcuts;44.0833333333333;-64.767;54;54;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;12;40.959;0.37567348319620464;1160.250523;10;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit1_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit1_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit1;NA;Late-successional stands;44.0833333333333;-64.767;500;Old;2001;category;reference;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1;NA;270;5;270;a long history of land settlement and forest harvesting;NA;none;NA;0;none;NA;NA;understory;users;none;NA;NA;none;none;0;0;none;regular;study;species;24;24;NA;3.6736977128949;1464.910009;16;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;NA;NA;NA;NA;temperate
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit2_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit2_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit2;NA;3 year Clearcuts;44.0833333333333;-64.767;3;3;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;14;NA;3.4360070957771818;1129.431555;12;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit3_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit3_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit3;NA;6 year Clearcuts;44.0833333333333;-64.767;6;6;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;3.243136828919078;1107.035652;11;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit4_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit4_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit4;NA;23 year Clearcuts;44.0833333333333;-64.767;23;23;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;2.709043542915241;1272.740252;12;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit5_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit5_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit5;NA;54 year Clearcuts;44.0833333333333;-64.767;54;54;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;12;NA;2.9615915620874533;1036.515765;9;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
